# file...... fixed_new.csv,,,,,,,,
# date...... Tue Jun 09 20:40:55 2009,,,,,,,,
# user...... D3X175,,,,,,,,
# host...... (null),,,,,,,,
# group..... class=triplex_meter,,,,,,,,
# trigger... (none),,,,,,,,
# interval.. 86400,,,,,,,,
# limit..... 365,,,,,,,,
# property.. timestamp,sum(measured_energy),,,,,,,
4/3/2006 8:00,0,,,,,4,3080608.962,3080.608962
4/4/2006 8:00,30088.9,,,,,5,1857170,1857.17
4/5/2006 8:00,70158.9,40070,,,,6,1147370,1147.37
4/6/2006 8:00,117318,47159.1,,,,7,1169300,1169.3
4/7/2006 8:00,160258,42940,,,,8,1194040,1194.04
4/8/2006 8:00,195067,34809,,,,9,1405700,1405.7
4/9/2006 8:00,245394,50327,,,,10,4021270,4021.27
4/10/2006 8:00,309677,64283,,,,11,8430300,8430.3
4/11/2006 8:00,424689,115012,,,,12,7300100,7300.1
4/12/2006 8:00,496631,71942,,,,1,10763200,10763.2
4/13/2006 8:00,728309,231678,,,,2,7820700,7820.7
4/14/2006 8:00,798224,69915,,,,3,6013800,6013.8
4/15/2006 8:00,1.02E+06,221056,,,,,,
4/16/2006 8:00,1.09E+06,65970,,,,,,
4/17/2006 8:00,1.15E+06,68250,,,,,,
4/18/2006 8:00,1.22E+06,68630,,,,,,
4/19/2006 8:00,1.34E+06,120040,,,,,,
4/20/2006 8:00,1.40E+06,61410,,,,,,
4/21/2006 8:00,1.45E+06,49790,,,,,,
4/22/2006 8:00,1.50E+06,50870,,,,,,
4/23/2006 8:00,1.56E+06,60070,,,,,,
4/24/2006 8:00,1.69E+06,124420,,,,,,
4/25/2006 8:00,1.87E+06,181650,,,,,,
4/26/2006 8:00,2.05E+06,182130
4/27/2006 8:00,2.24E+06,186670
4/28/2006 8:00,2.31E+06,68510
4/29/2006 8:00,2.44E+06,131550
4/30/2006 8:00,2.70E+06,260710
5/1/2006 8:00,2.94E+06,244440
5/2/2006 8:00,2.99E+06,49940
5/3/2006 8:00,3.04E+06,47420
5/4/2006 8:00,3.09E+06,44250
5/5/2006 8:00,3.12E+06,38060
5/6/2006 8:00,3.16E+06,37390
5/7/2006 8:00,3.20E+06,35210
5/8/2006 8:00,3.23E+06,36170
5/9/2006 8:00,3.27E+06,38280
5/10/2006 8:00,3.32E+06,46950
5/11/2006 8:00,3.37E+06,52280
5/12/2006 8:00,3.43E+06,63450
5/13/2006 8:00,3.60E+06,165560
5/14/2006 8:00,3.65E+06,45690
5/15/2006 8:00,3.68E+06,38660
5/16/2006 8:00,3.72E+06,40700
5/17/2006 8:00,3.76E+06,38790
5/18/2006 8:00,3.82E+06,61180
5/19/2006 8:00,3.88E+06,59310
5/20/2006 8:00,3.94E+06,54980
5/21/2006 8:00,3.99E+06,50030
5/22/2006 8:00,4.04E+06,54680
5/23/2006 8:00,4.10E+06,52520
5/24/2006 8:00,4.16E+06,59830
5/25/2006 8:00,4.21E+06,57000
5/26/2006 8:00,4.27E+06,53560
5/27/2006 8:00,4.33E+06,63590
5/28/2006 8:00,4.39E+06,61130
5/29/2006 8:00,4.46E+06,65870
5/30/2006 8:00,4.51E+06,53540
5/31/2006 8:00,4.56E+06,46710
6/1/2006 8:00,4.59E+06,37630
6/2/2006 8:00,4.63E+06,37850
6/3/2006 8:00,4.67E+06,40320
6/4/2006 8:00,4.71E+06,39160
