rec_id,invensys_acct_id,invensys_device_type_id,instance_id,occ_mode_id,cooling_temp_set,cooling_temp_max,cooling_temp_min,heating_temp_set,heating_temp_max,heating_temp_min,rec_create_date,rec_last_update_date
1,1069,1,0,0,72,72,72,67,67,67,2/28/2006 15:13,2/28/2006 15:13
2,1069,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
3,1069,1,0,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
4,1069,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
5,1069,1,0,4,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
6,1069,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
7,1069,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
8,1069,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
9,1070,1,0,0,72,72,72,68,68,68,2/28/2006 15:13,3/22/2006 5:37
10,1070,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
11,1070,1,0,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
12,1070,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
13,1070,1,0,4,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
14,1070,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
15,1070,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
16,1070,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
17,1029,1,0,0,73,73,73,68,68,68,2/28/2006 15:13,2/28/2006 15:13
18,1029,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,3/2/2006 15:15
19,1029,1,0,2,70,70,70,65,65,65,2/28/2006 15:13,3/2/2006 15:15
20,1029,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,3/2/2006 15:15
21,1029,1,0,4,72,72,72,68,68,68,2/28/2006 15:13,3/2/2006 15:15
22,1029,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
23,1029,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
24,1029,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
25,1029,1,1,0,72,77,69,68,71,63,2/28/2006 15:13,2/28/2006 15:13
26,1029,1,1,1,78,78,78,62,62,62,2/28/2006 15:13,3/2/2006 15:15
27,1029,1,1,2,75,75,75,65,65,65,2/28/2006 15:13,3/2/2006 15:15
28,1029,1,1,3,80,80,80,60,60,60,2/28/2006 15:13,3/2/2006 15:15
29,1029,1,1,4,72,72,72,68,68,68,2/28/2006 15:13,3/2/2006 15:15
30,1029,1,1,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
31,1029,1,1,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
32,1029,1,1,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
33,1029,1,2,0,73,73,73,67,67,67,2/28/2006 15:13,2/28/2006 15:13
34,1029,1,2,1,78,78,78,62,62,62,2/28/2006 15:13,3/2/2006 15:15
35,1029,1,2,2,75,75,75,65,65,65,2/28/2006 15:13,3/2/2006 15:15
36,1029,1,2,3,80,80,80,60,60,60,2/28/2006 15:13,3/2/2006 15:15
37,1029,1,2,4,72,72,72,68,68,68,2/28/2006 15:13,3/2/2006 15:15
38,1029,1,2,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
39,1029,1,2,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
40,1029,1,2,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
41,1029,1,3,0,72,82,69,68,71,58,2/28/2006 15:13,2/28/2006 15:13
42,1029,1,3,1,78,78,78,62,62,62,2/28/2006 15:13,3/2/2006 15:15
43,1029,1,3,2,75,75,75,65,65,65,2/28/2006 15:13,3/2/2006 15:15
44,1029,1,3,3,80,80,80,60,60,60,2/28/2006 15:13,3/2/2006 15:15
45,1029,1,3,4,72,72,72,68,68,68,2/28/2006 15:13,3/2/2006 15:15
46,1029,1,3,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
47,1029,1,3,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
48,1029,1,3,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
49,1029,1,4,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
50,1029,1,4,1,78,78,78,62,62,62,2/28/2006 15:13,3/2/2006 15:15
51,1029,1,4,2,75,75,75,65,65,65,2/28/2006 15:13,3/2/2006 15:15
52,1029,1,4,3,80,80,80,60,60,60,2/28/2006 15:13,3/2/2006 15:15
53,1029,1,4,4,72,72,72,68,68,68,2/28/2006 15:13,3/2/2006 15:15
54,1029,1,4,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
55,1029,1,4,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
56,1029,1,4,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
57,1061,1,0,0,72,82,69,65,68,55,2/28/2006 15:13,2/28/2006 15:13
58,1061,1,0,1,83,88,80,62,65,57,2/28/2006 15:13,3/22/2006 5:36
59,1061,1,0,2,75,80,72,65,68,60,2/28/2006 15:13,2/28/2006 15:13
60,1061,1,0,3,80,90,77,60,63,50,2/28/2006 15:13,2/28/2006 15:13
61,1061,1,0,4,73,78,73,68,68,63,2/28/2006 15:13,2/28/2006 15:13
62,1061,1,0,5,85,95,82,79,82,69,2/28/2006 15:13,2/28/2006 15:13
63,1061,1,0,6,85,95,82,79,82,69,2/28/2006 15:13,2/28/2006 15:13
64,1061,1,0,7,85,90,82,79,82,74,2/28/2006 15:13,2/28/2006 15:13
65,1061,1,1,0,72,77,69,68,71,63,2/28/2006 15:13,2/28/2006 15:13
66,1061,1,1,1,78,88,75,62,65,52,2/28/2006 15:13,2/28/2006 15:13
67,1061,1,1,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
68,1061,1,1,3,80,90,77,60,63,50,2/28/2006 15:13,2/28/2006 15:13
69,1061,1,1,4,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
70,1061,1,1,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
71,1061,1,1,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
72,1061,1,1,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
73,1062,1,0,0,73,78,73,67,67,62,2/28/2006 15:13,3/22/2006 5:36
74,1062,1,0,1,78,88,75,62,65,52,2/28/2006 15:13,2/28/2006 15:13
75,1062,1,0,2,75,80,72,65,68,60,2/28/2006 15:13,2/28/2006 15:13
76,1062,1,0,3,80,90,80,60,60,50,2/28/2006 15:13,2/28/2006 15:13
77,1062,1,0,4,75,80,75,66,66,61,2/28/2006 15:13,3/22/2006 5:36
78,1062,1,0,5,89,94,89,79,79,74,2/28/2006 15:13,2/28/2006 15:13
79,1062,1,0,6,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
80,1062,1,0,7,89,94,86,79,82,74,2/28/2006 15:13,2/28/2006 15:13
81,1062,1,1,0,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
82,1062,1,1,1,78,88,75,62,65,52,2/28/2006 15:13,2/28/2006 15:13
83,1062,1,1,2,75,80,72,65,68,60,2/28/2006 15:13,2/28/2006 15:13
84,1062,1,1,3,80,90,80,60,60,50,2/28/2006 15:13,2/28/2006 15:13
85,1062,1,1,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
86,1062,1,1,5,89,99,89,79,79,69,2/28/2006 15:13,2/28/2006 15:13
87,1062,1,1,6,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
88,1062,1,1,7,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
89,1063,1,0,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
90,1063,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
91,1063,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
92,1063,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
93,1063,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
94,1063,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
95,1063,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
96,1063,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
97,1064,1,0,0,73,78,70,68,71,63,2/28/2006 15:13,2/28/2006 15:13
98,1064,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
99,1064,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
100,1064,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
101,1064,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
102,1064,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
103,1064,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
104,1064,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
105,1064,1,1,0,72,77,69,68,71,63,2/28/2006 15:13,2/28/2006 15:13
106,1064,1,1,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
107,1064,1,1,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
108,1064,1,1,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
109,1064,1,1,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
110,1064,1,1,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
111,1064,1,1,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
112,1064,1,1,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
113,1065,1,0,0,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
114,1065,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
115,1065,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
116,1065,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
117,1065,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
118,1065,1,0,5,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
119,1065,1,0,6,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
120,1065,1,0,7,89,99,86,79,82,69,2/28/2006 15:13,2/28/2006 15:13
121,1066,1,0,0,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
122,1066,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
123,1066,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
124,1066,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
125,1066,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
126,1066,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
127,1066,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
128,1066,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
129,1066,1,1,0,72,82,72,68,68,58,2/28/2006 15:13,2/28/2006 15:13
130,1066,1,1,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
131,1066,1,1,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
132,1066,1,1,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
133,1066,1,1,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
134,1066,1,1,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
135,1066,1,1,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
136,1066,1,1,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
137,1067,1,0,0,73,73,73,68,68,68,2/28/2006 15:13,2/28/2006 15:13
138,1067,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
139,1067,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
140,1067,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
141,1067,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
142,1067,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
143,1067,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
144,1067,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
