2000-01-01 00:00:00.000 EST,-3600.0000-6235.3829j
2000-01-01 00:00:02.510 EST,-4096.7460-5920.8675j
2000-01-01 00:00:02.520 EST,-4566.1744-5566.8709j
2000-01-01 00:00:02.530 EST,-5005.1548-5175.7536j
2000-01-01 00:00:02.540 EST,-5410.7602-4750.1236j
2000-01-01 00:00:02.550 EST,-5780.2858-4292.8191j
2000-01-01 00:00:02.560 EST,-6111.2677-3806.8895j
2000-01-01 00:00:02.570 EST,-6401.4987-3295.5750j
2000-01-01 00:00:02.580 EST,-6649.0436-2762.2851j
2000-01-01 00:00:02.590 EST,-6852.2518-2210.5759j
2000-01-01 00:00:02.600 EST,-7009.7681-1644.1263j
2000-01-01 00:00:02.610 EST,-7120.5423-1066.7134j
2000-01-01 00:00:02.620 EST,-7183.8357-482.1875j
2000-01-01 00:00:02.630 EST,-7199.2262+105.5537j
2000-01-01 00:00:02.640 EST,-7166.6113+692.5911j
2000-01-01 00:00:02.650 EST,-7086.2084+1275.0101j
2000-01-01 00:00:02.660 EST,-6958.5536+1848.9272j
2000-01-01 00:00:02.670 EST,-6784.4982+2410.5154j
2000-01-01 00:00:02.680 EST,-6565.2027+2956.0299j
2000-01-01 00:00:02.690 EST,-6302.1296+3481.8332j
2000-01-01 00:00:02.700 EST,-5997.0329+3984.4192j
2000-01-01 00:00:02.710 EST,-5651.9472+4460.4364j
2000-01-01 00:00:02.720 EST,-5269.1735+4906.7108j
2000-01-01 00:00:02.730 EST,-4851.2641+5320.2666j
2000-01-01 00:00:02.740 EST,-4401.0059+5698.3460j
2000-01-01 00:00:02.750 EST,-3921.4011+6038.4281j
2000-01-01 00:00:02.760 EST,-3415.6478+6338.2450j
2000-01-01 00:00:02.770 EST,-2887.1185+6595.7977j
2000-01-01 00:00:02.780 EST,-2339.3374+6809.3686j
2000-01-01 00:00:02.790 EST,-1775.9574+6977.5336j
2000-01-01 00:00:02.800 EST,-1200.7350+7099.1715j
2000-01-01 00:00:02.810 EST,-617.5059+7173.4710j
2000-01-01 00:00:02.820 EST,-30.1592+7199.9368j
2000-01-01 00:00:02.830 EST,+557.3886+7178.3924j
2000-01-01 00:00:02.840 EST,+1141.2197+7108.9815j
2000-01-01 00:00:02.850 EST,+1717.4409+6992.1668j
2000-01-01 00:00:02.860 EST,+2282.2100+6828.7274j
2000-01-01 00:00:02.870 EST,+2831.7610+6619.7530j
2000-01-01 00:00:02.880 EST,+3362.4294+6366.6372j
2000-01-01 00:00:02.890 EST,+3870.6766+6071.0677j
2000-01-01 00:00:02.900 EST,+4353.1136+5735.0154j
2000-01-01 00:00:02.910 EST,+4806.5234+5360.7213j
2000-01-01 00:00:02.920 EST,+5227.8827+4950.6810j
2000-01-01 00:00:02.930 EST,+5614.3816+4507.6290j
2000-01-01 00:00:02.940 EST,+5963.4431+4034.5194j
2000-01-01 00:00:02.950 EST,+6272.7394+3534.5070j
