2000-01-01 00:00:00.0000 PST,240
2000-01-01 00:00:01.0001 PST,240
2000-01-01 00:00:05.0005 PST,234
2000-01-01 00:00:05.0010 PST,228
2000-01-01 00:00:05.0015 PST,222
2000-01-01 00:00:05.0020 PST,216
2000-01-01 00:00:05.0025 PST,210
2000-01-01 00:00:05.0030 PST,204
2000-01-01 00:00:05.0035 PST,198
2000-01-01 00:00:05.0040 PST,192
2000-01-01 00:00:05.0045 PST,186
2000-01-01 00:00:05.0050 PST,180
2000-01-01 00:00:05.0055 PST,174
2000-01-01 00:00:05.0060 PST,168
2000-01-01 00:00:05.0065 PST,162
2000-01-01 00:00:05.0070 PST,156
2000-01-01 00:00:05.0075 PST,150
2000-01-01 00:00:05.0080 PST,144
2000-01-01 00:00:05.0085 PST,138
2000-01-01 00:00:05.0090 PST,132
2000-01-01 00:00:05.0095 PST,126
2000-01-01 00:00:05.0100 PST,120
2000-01-01 00:00:05.2105 PST,126
2000-01-01 00:00:05.2110 PST,132
2000-01-01 00:00:05.2115 PST,138
2000-01-01 00:00:05.2120 PST,144
2000-01-01 00:00:05.2125 PST,150
2000-01-01 00:00:05.2130 PST,156
2000-01-01 00:00:05.2135 PST,162
2000-01-01 00:00:05.2140 PST,168
2000-01-01 00:00:05.2145 PST,174
2000-01-01 00:00:05.2150 PST,180
2000-01-01 00:00:05.2155 PST,186
2000-01-01 00:00:05.2160 PST,192
2000-01-01 00:00:05.2165 PST,198
2000-01-01 00:00:05.2170 PST,204
2000-01-01 00:00:05.2175 PST,210
2000-01-01 00:00:05.2180 PST,216
2000-01-01 00:00:05.2185 PST,222
2000-01-01 00:00:05.2190 PST,228
2000-01-01 00:00:05.2195 PST,234
2000-01-01 00:00:05.2200 PST,240
